file	line	kind	name	ext_prod_files	ext_test_files	verdict
crates/dist/src/generated/vllm.distributed.rs	129	fn	accept_compressed	0	0	INTERNAL-ONLY
crates/dist/src/generated/vllm.distributed.rs	137	fn	max_decoding_message_size	0	0	INTERNAL-ONLY
crates/dist/src/generated/vllm.distributed.rs	145	fn	max_encoding_message_size	0	0	INTERNAL-ONLY
crates/dist/src/generated/vllm.distributed.rs	256	trait	NodeService	1	0	USED
crates/dist/src/generated/vllm.distributed.rs	284	struct	NodeServiceServer	1	0	USED
crates/dist/src/generated/vllm.distributed.rs	292	fn	new	225	88	USED
crates/dist/src/generated/vllm.distributed.rs	295	fn	from_arc	0	0	INTERNAL-ONLY
crates/dist/src/generated/vllm.distributed.rs	304	fn	with_interceptor	0	0	INTERNAL-ONLY
crates/dist/src/generated/vllm.distributed.rs	315	fn	accept_compressed	0	0	INTERNAL-ONLY
crates/dist/src/generated/vllm.distributed.rs	321	fn	send_compressed	0	0	INTERNAL-ONLY
crates/dist/src/generated/vllm.distributed.rs	329	fn	max_decoding_message_size	0	0	INTERNAL-ONLY
crates/dist/src/generated/vllm.distributed.rs	337	fn	max_encoding_message_size	0	0	INTERNAL-ONLY
crates/dist/src/generated/vllm.distributed.rs	570	const	SERVICE_NAME	0	0	INTERNAL-ONLY
crates/dist/src/pipeline/pipeline.rs	48	fn	new	225	88	USED
crates/dist/src/pipeline/pipeline.rs	58	fn	add_stage	0	0	INTERNAL-ONLY
crates/dist/src/pipeline/pipeline.rs	66	fn	num_stages	1	0	USED
crates/dist/src/pipeline/pipeline.rs	81	fn	is_pipeline_parallel	0	0	INTERNAL-ONLY
crates/dist/src/pipeline/pipeline.rs	99	fn	forward	75	32	USED
crates/dist/src/pipeline/pipeline.rs	139	fn	forward_microbatches	1	0	USED
crates/dist/src/pipeline/pipeline.rs	171	fn	forward_with_schedule	0	0	TRULY-UNUSED
crates/dist/src/pipeline/stage.rs	28	fn	new	225	88	USED
crates/dist/src/pipeline/stage.rs	149	fn	default_arc	9	3	USED
crates/dist/src/tensor_parallel/all_reduce.rs	123	fn	default_arc	9	3	USED
crates/dist/src/tensor_parallel/device_mesh.rs	24	fn	new	225	88	USED
crates/dist/src/tensor_parallel/device_mesh.rs	57	fn	local_device_id	0	0	INTERNAL-ONLY
crates/dist/src/tensor_parallel/device_mesh.rs	84	fn	new	225	88	USED
crates/dist/src/tensor_parallel/device_mesh.rs	129	fn	local_mesh	0	0	TRULY-UNUSED
crates/dist/src/tensor_parallel/device_mesh.rs	134	fn	peers	2	0	USED
crates/dist/src/tensor_parallel/parallel_linear.rs	23	fn	new	225	88	USED
crates/dist/src/tensor_parallel/parallel_linear.rs	38	fn	output_size_per_rank	0	0	INTERNAL-ONLY
crates/dist/src/tensor_parallel/parallel_linear.rs	46	fn	forward	75	32	USED
crates/dist/src/tensor_parallel/parallel_linear.rs	83	fn	new	225	88	USED
crates/dist/src/tensor_parallel/parallel_linear.rs	101	fn	input_size_per_rank	0	0	INTERNAL-ONLY
crates/dist/src/tensor_parallel/parallel_linear.rs	115	fn	forward	75	32	USED
crates/dist/src/tensor_parallel/parallel_linear.rs	162	fn	new	225	88	USED
crates/dist/src/tensor_parallel/parallel_linear.rs	178	fn	create_column_parallel	0	0	INTERNAL-ONLY
crates/dist/src/tensor_parallel/parallel_linear.rs	196	fn	create_row_parallel	0	0	INTERNAL-ONLY
crates/dist/src/types.rs	17	fn	new	225	88	USED
crates/dist/src/types.rs	29	fn	local_device	1	0	USED
crates/dist/src/grpc.rs	38	fn	new	225	88	USED
crates/dist/src/grpc.rs	74	fn	into_service	0	0	INTERNAL-ONLY
crates/model/src/arch/capabilities.rs	20	const	PRODUCTION	4	1	USED
crates/model/src/arch/capabilities.rs	28	const	PRODUCTION_SPECULATIVE	2	1	USED
crates/model/src/arch/capabilities.rs	36	const	HYBRID	0	0	TRULY-UNUSED
crates/model/src/arch/capabilities.rs	44	const	STUB	5	2	USED
crates/model/src/arch/registry.rs	51	fn	new	225	88	USED
crates/model/src/arch/registry.rs	66	fn	register	29	6	USED
crates/model/src/arch/registry.rs	81	fn	get	60	16	USED
crates/model/src/arch/registry.rs	98	fn	detect	15	3	USED
crates/model/src/arch/registry.rs	120	fn	names	3	2	USED
crates/model/src/arch/registry.rs	134	fn	capabilities_for	0	1	TEST-ONLY
crates/model/src/arch/mod.rs	115	fn	default_arc	9	3	USED
crates/model/src/components/attention/flash.rs	23	fn	forward	75	32	USED
crates/model/src/components/attention/flash_attention_v3.rs	68	fn	forward	75	32	USED
crates/model/src/components/attention/flash_attention_v3.rs	122	fn	forward_with_swa	0	1	TEST-ONLY
crates/model/src/components/attention/flash_attention_v3.rs	198	fn	forward	75	32	USED
crates/model/src/components/attention/flash_attention_v3.rs	269	fn	forward	75	32	USED
crates/model/src/components/attention/mla.rs	106	fn	split_q	0	1	TEST-ONLY
